Case,N_evts_total,N_signal,N_signal_err,N_background,N_background_err,N_non_prompt,N_non_prompt_err,chi_square_jpsi_mass,chi_square_jpsi_dl,chi_square_dstar,Zsb,Zsb_err,Zssb,Zssb_err,Z12,Z12_err
fit_root_files/Charmonium2016-pre-VFP_HLT_Dimuon16_dy_vtx0p05_sigma_eff_wspace,2401.0,879.598294297347,29.65802242728512,1521.401705702653,39.00514973311413,152.44377911355542,12.34681250823691,0.9869449385565779,1.0339423165830817,1.0643281484083953,22.55082470688726,0.8134582160898881,17.950985597905042,0.5154505278954573,19.98970053377174,0.6387120416257946
