Case,N_evts_total,N_signal,N_signal_err,N_background,N_background_err,N_non_prompt,N_non_prompt_err,chi_square_jpsi_mass,chi_square_jpsi_dl,chi_square_dstar,Zsb,Zsb_err,Zssb,Zssb_err,Z12,Z12_err
fit_root_files/Charmonium2016-pos-VFP_HLT_Dimuon16_dy_vtx0p05_sigma_eff_wspace,1596.0,634.2380142193587,25.184082556634035,961.7619857806413,31.012287657969402,120.77687746370297,10.98985338681563,1.0021800685278537,1.0482573130578698,1.7178556227849702,20.451184421294215,0.8764554789087982,15.875807533403343,0.5281588733356195,17.875362105813906,0.6689123315371663
