Case,N_evts_total,N_signal,N_signal_err,N_background,N_background_err,N_non_prompt,N_non_prompt_err,chi_square_jpsi_mass,chi_square_jpsi_dl,chi_square_dstar,Zsb,Zsb_err,Zssb,Zssb_err,Z12,Z12_err
fit_root_files/Charmonium2018_HLT_Dimuon25_dy_vtx0p05_sigma_eff_wspace,13430.0,4868.807870275181,69.77684336708835,8561.19212972482,92.5267103582788,150.40182232179515,12.263842070158729,1.2506668212709313,1.3050436395870586,0.9895369663541466,52.62056601193696,0.8059550915431751,42.01309060759044,0.513770393643416,46.722332976532556,0.6349554524959462
