Case,N_evts_total,N_signal,N_signal_err,N_background,N_background_err,N_non_prompt,N_non_prompt_err,chi_square_jpsi_mass,chi_square_jpsi_dl,chi_square_dstar,Zsb,Zsb_err,Zssb,Zssb_err,Z12,Z12_err
fit_root_files/RunB_HLT_Dimuon25_vtx0p05_sigma_eff_wspace,951.0,351.6697799423275,18.752860580250886,599.3302200576725,24.48122178441412,50.684613914906855,7.119312741754421,0.9255745759809352,0.9756056341420668,1.1570935115629244,14.364878642054409,0.8202721840981236,11.403673939170663,0.5169441730838235,12.714132211608856,0.6420934392005989
