Case,N_evts_total,N_signal,N_signal_err,N_background,N_background_err,N_non_prompt,N_non_prompt_err,chi_square_jpsi_mass,chi_square_jpsi_dl,chi_square_dstar,Zsb,Zsb_err,Zssb,Zssb_err,Z12,Z12_err
fit_root_files/Charmonium2017_HLT_Dimuon25_dy_vtx0p05_sigma_eff_wspace,8132.0,2954.804542538556,54.35811386112064,5177.195457461445,71.95273071580706,314.348166354974,17.729866506969927,1.4538184851932712,1.5170279845495003,1.1248763362564353,41.06591248369986,0.8075698650717549,32.76650142925305,0.514135149659646,36.44974364991381,0.6357668754103146
